"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","rexhuang-Predator-G3-572",,,,"User:","root"
"Cmdline:","dstat -C 0,1,2,3,4,5,6,7,total --output /home/rexhuang/program/Homework/operating_systems/thread/thread1_cpu.csv",,,,"Date:","23 Oct 2020 14:42:11 CST"
"cpu0 usage",,,,,"cpu1 usage",,,,,"cpu2 usage",,,,,"cpu3 usage",,,,,"cpu4 usage",,,,,"cpu5 usage",,,,,"cpu6 usage",,,,,"cpu7 usage",,,,,"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu1 usage:usr","cpu1 usage:sys","cpu1 usage:idl","cpu1 usage:wai","cpu1 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu3 usage:usr","cpu3 usage:sys","cpu3 usage:idl","cpu3 usage:wai","cpu3 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu5 usage:usr","cpu5 usage:sys","cpu5 usage:idl","cpu5 usage:wai","cpu5 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","cpu7 usage:usr","cpu7 usage:sys","cpu7 usage:idl","cpu7 usage:wai","cpu7 usage:stl","total cpu usage:usr","total cpu usage:sys","total cpu usage:idl","total cpu usage:wai","total cpu usage:stl","read","writ","recv","send","in","out","int","csw"
0,2.020,95.960,2.020,0,1.980,0,98.020,0,0,95,5,0,0,0,1,0,99,0,0,2.020,0,97.980,0,0,1,0,99,0,0,0,1,99,0,0,2,0,98,0,0,12.984,1.124,85.643,0.250,0,0,16384,1324,296,0,0,1232,2421
1.961,2.941,95.098,0,0,4.854,0,95.146,0,0,97.030,2.970,0,0,0,0,1,99,0,0,1,0,99,0,0,1.010,0,98.990,0,0,0.990,0.990,98.020,0,0,0,0,100,0,0,13.308,0.871,85.821,0,0,0,0,196,420,0,0,1230,2385
1.961,0,98.039,0,0,2,0,98,0,0,97,3,0,0,0,1,0,99,0,0,1,1,98,0,0,1.980,0.990,97.030,0,0,0.990,0,99.010,0,0,1,0,99,0,0,13.200,0.747,86.052,0,0,0,0,0,0,0,0,1182,2256
2,2,96,0,0,6.542,0.935,92.523,0,0,24.242,1.010,74.747,0,0,72,3,25,0,0,1,0,99,0,0,1,1,98,0,0,0,1.010,98.990,0,0,1,0,99,0,0,13.524,0.993,85.484,0,0,0,327680,463,536,0,0,1331,2576
0.990,0.990,98.020,0,0,5.882,0.980,93.137,0,0,1.961,0.980,97.059,0,0,78,2,20,0,0,2.941,0,97.059,0,0,2.020,0,97.980,0,0,0,1,99,0,0,21.212,0,78.788,0,0,13.913,0.870,85.217,0,0,0,0,3192,4028,0,0,1526,2756
3.883,0,92.233,3.883,0,1,0,99,0,0,0,0,100,0,0,0.990,0,99.010,0,0,0,0,100,0,0,1,0,99,0,0,0,1.010,98.990,0,0,96,4,0,0,0,12.859,0.749,85.893,0.499,0,0,61440,499,776,0,0,1298,2169
5.769,0,94.231,0,0,2.970,1.980,95.050,0,0,0.990,0,99.010,0,0,0,0,100,0,0,2,0,98,0,0,1,1,98,0,0,0.990,0.990,98.020,0,0,99,1,0,0,0,14.126,0.620,85.254,0,0,0,0,4809,2553,0,0,1394,2661
5.714,0,94.286,0,0,2.970,0,97.030,0,0,1.010,2.020,96.970,0,0,1,0,99,0,0,1.980,0.990,97.030,0,0,2.020,0,97.980,0,0,1.010,0,98.990,0,0,90,10,0,0,0,13.060,1.617,85.323,0,0,0,0,383,86,0,0,1492,2593
17.094,0.855,75.214,6.838,0,8.824,0.980,90.196,0,0,5.825,0.971,93.204,0,0,2,0,98,0,0,2.970,0.990,96.040,0,0,4.950,0.990,86.139,7.921,0,5,1,93,1,0,100,0,0,0,0,18.182,0.727,78.909,2.182,0,0,274432,98,210,0,0,1811,5231
14.035,0,81.579,4.386,0,5.825,0,94.175,0,0,3,2,95,0,0,0,1,99,0,0,1,1,98,0,0,1.980,0.990,97.030,0,0,5.941,0,94.059,0,0,99.010,0.990,0,0,0,16.299,0.490,82.721,0.490,0,0,188416,526,1140,0,0,1601,3425
11.712,0,88.288,0,0,8.411,0,91.589,0,0,3.030,0,96.970,0,0,0.990,0,99.010,0,0,1,0,99,0,0,1,0,99,0,0,1.010,0,98.990,0,0,99,1,0,0,0,15.583,0.245,84.172,0,0,0,0,160,204,0,0,2010,3210
4.762,0.952,94.286,0,0,2.020,0,97.980,0,0,1,0,99,0,0,0,0,100,0,0,0,0,100,0,0,2,0,98,0,0,0,0,100,0,0,100,0,0,0,0,13.823,0.125,86.052,0,0,0,0,183,907,0,0,1619,2295
5.825,0,94.175,0,0,3.922,0,96.078,0,0,3.030,1.010,95.960,0,0,0,0,100,0,0,5,0,95,0,0,2,1,97,0,0,2,0,98,0,0,87,13,0,0,0,13.450,1.868,84.682,0,0,0,4096,1409,534,0,0,1511,2473
2.913,0.971,96.117,0,0,1,1,98,0,0,4.950,0.990,94.059,0,0,0,0,100,0,0,3,0,97,0,0,0,0,100,0,0,0,1,99,0,0,98,2,0,0,0,13.699,0.872,85.430,0,0,0,12288,384,648,0,0,1293,2467
3.846,0.962,95.192,0,0,1.980,0,98.020,0,0,1,0,99,0,0,0.990,0,99.010,0,0,0,1,99,0,0,0,1.010,98.990,0,0,0.990,0.990,98.020,0,0,99,1,0,0,0,13.325,0.498,86.177,0,0,0,0,928,1203,0,0,1366,2275
1.980,0,98.020,0,0,1.980,0,96.040,1.980,0,0,3.030,96.970,0,0,0,0,100,0,0,2,0,98,0,0,1.010,0,98.990,0,0,0,0,100,0,0,99,1,0,0,0,13.375,0.500,85.875,0.250,0,0,81920,132,0,0,0,1231,2224
5.714,0,94.286,0,0,1,1,98,0,0,0,2.020,97.980,0,0,0,1,99,0,0,1.980,0,98.020,0,0,2.970,0,97.030,0,0,5.051,0,94.949,0,0,97,3,0,0,0,14.161,0.745,85.093,0,0,0,0,952,448,0,0,1302,2283
10,0,90,0,0,0,0,96.970,3.030,0,1.980,0,98.020,0,0,0.990,0,99.010,0,0,1,0,99,0,0,3.922,0,96.078,0,0,1.980,0,98.020,0,0,99,1,0,0,0,14.933,0.367,84.211,0.490,0,0,49152,262,506,0,0,1630,2304
8.257,0.917,90.826,0,0,1,0,99,0,0,3.960,1.980,94.059,0,0,0,0,100,0,0,1,1,98,0,0,1,1,98,0,0,1,1,96,2,0,99,1,0,0,0,14.109,0.743,84.901,0.248,0,0,45056,178,119,0,0,1295,2250
11.712,0,88.288,0,0,0.990,0.990,98.020,0,0,4.040,0,95.960,0,0,1,0,99,0,0,1,0,99,0,0,1,1,98,0,0,6,0,94,0,0,98.990,1.010,0,0,0,15.556,0.370,84.074,0,0,0,0,190,86,0,0,1414,2614
6.604,0,93.396,0,0,1,0,99,0,0,0,0,100,0,0,2,0,98,0,0,0.990,0,99.010,0,0,1.010,1.010,97.980,0,0,1,0,99,0,0,99,1,0,0,0,13.772,0.372,85.856,0,0,0,0,164,382,0,0,1494,2183
10,0,90,0,0,1,0,99,0,0,1,2,97,0,0,1,0,99,0,0,0,0,100,0,0,1,0,99,0,0,2.970,0,97.030,0,0,97.030,2.970,0,0,0,14.321,0.617,85.062,0,0,0,0,1580,710,0,0,1622,2468
8.333,0.926,90.741,0,0,2.913,0.971,92.233,3.883,0,1.980,2.970,95.050,0,0,1,0,99,0,0,1,0,99,0,0,1,1,98,0,0,0,0,100,0,0,83.838,16.162,0,0,0,12.376,2.599,84.653,0.371,0,0,57344,0,86,0,0,1263,2506
10.092,0,89.908,0,0,3.883,0,96.117,0,0,0,0,100,0,0,0,0.990,99.010,0,0,1,1,98,0,0,2,0,98,0,0,1.961,1.961,96.078,0,0,82.178,17.822,0,0,0,12.546,2.706,84.748,0,0,0,12288,547,1173,0,0,1454,2492
11.712,0,81.081,7.207,0,0.990,0.990,98.020,0,0,5.941,1.980,92.079,0,0,0,0,100,0,0,0,0,100,0,0,2,0,97,1,0,2.941,1.961,89.216,5.882,0,99,1,0,0,0,15.271,0.616,82.266,1.847,0,0,479232,1854,1327,0,0,1540,2696
7.477,0,92.523,0,0,2.970,0,97.030,0,0,4,1,95,0,0,0,1,99,0,0,0.990,0.990,98.020,0,0,2,0,98,0,0,1.010,1.010,97.980,0,0,99,1,0,0,0,14.673,0.740,84.587,0,0,0,0,196,420,0,0,1401,2382
5.825,0.971,93.204,0,0,13.514,0.901,85.586,0,0,4.854,0.971,94.175,0,0,1,0,99,0,0,1.010,3.030,95.960,0,0,0,0,100,0,0,1,2,97,0,0,98.990,1.010,0,0,0,15.660,0.986,83.354,0,0,0,0,0,0,0,0,2013,5502
16.949,0,83.051,0,0,2,1,95,2,0,4.082,1.020,94.898,0,0,2.041,0,97.959,0,0,1.010,1.010,97.980,0,0,1.020,0,98.980,0,0,2,3,95,0,0,99.010,0.990,0,0,0,16.049,0.988,82.593,0.370,0,0,147456,66,86,0,0,2184,6208
14.286,0.893,84.821,0,0,8.654,0,88.462,2.885,0,4,1,95,0,0,8.824,0,91.176,0,0,2.041,0,97.959,0,0,2.041,1.020,94.898,2.041,0,2.970,0.990,88.119,7.921,0,97,3,0,0,0,17.604,0.733,79.951,1.711,0,0,204800,826,415,0,0,2673,8807
26.667,0,73.333,0,0,10.577,1.923,87.500,0,0,5.051,2.020,92.929,0,0,9.901,0.990,89.109,0,0,4.082,1.020,94.898,0,0,5.051,1.010,93.939,0,0,6.061,1.010,92.929,0,0,98.990,1.010,0,0,0,20.925,0.973,78.102,0,0,0,40960,689,1312,0,0,3068,9343
22.400,0,77.600,0,0,1.010,1.010,97.980,0,0,2.020,2.020,95.960,0,0,3.960,0.990,95.050,0,0,0,0,100,0,0,1.010,0,98.990,0,0,1.020,0,98.980,0,0,98.020,1.980,0,0,0,16.870,0.733,82.396,0,0,0,0,0,0,0,0,2353,7101
9.259,0,90.741,0,0,1.010,0,98.990,0,0,3,1,96,0,0,0,0,100,0,0,1.010,1.010,97.980,0,0,0,1.010,98.990,0,0,2,0,98,0,0,99,1,0,0,0,14.214,0.499,85.287,0,0,0,0,0,0,0,0,2005,5176
19.672,0.820,79.508,0,0,4,0,96,0,0,1.020,2.041,96.939,0,0,0,0,100,0,0,2.020,0,97.980,0,0,3.030,0,96.970,0,0,0,0,100,0,0,100,0,0,0,0,16.239,0.733,83.028,0,0,0,0,258,414,0,0,2009,5416
5.714,0,94.286,0,0,3.922,0,96.078,0,0,1.980,2.970,95.050,0,0,2,0,98,0,0,1.020,0,98.980,0,0,1.010,1.010,97.980,0,0,1,1,95,3,0,98.039,1.961,0,0,0,14.410,0.621,84.720,0.248,0,0,65536,384,648,0,0,1707,3855
6.667,0.952,92.381,0,0,5.714,0,94.286,0,0,0,0,100,0,0,1,0,99,0,0,0,1.010,98.990,0,0,1.980,0.990,93.069,3.960,0,1,1,98,0,0,100,0,0,0,0,14.410,0.373,84.720,0.497,0,0,40960,1171,1342,0,0,1686,3903
10.185,0,89.815,0,0,2.970,0,97.030,0,0,1.020,1.020,97.959,0,0,1,1,98,0,0,1.010,0,98.990,0,0,2,0,98,0,0,1.010,0,98.990,0,0,99,1,0,0,0,14.658,0.497,84.845,0,0,0,0,256,258,0,0,1775,4553
7.547,0,92.453,0,0,7.477,0.935,91.589,0,0,0,2.041,97.959,0,0,54.545,1.010,44.444,0,0,1.010,0,98.990,0,0,0,0,100,0,0,0,0,100,0,0,45.545,0.990,53.465,0,0,14.764,0.496,84.739,0,0,0,0,98,210,0,0,1840,4340
19.167,0.833,80,0,0,5.882,0,94.118,0,0,3.960,0,96.040,0,0,98.020,1.980,0,0,0,1,1,98,0,0,1.020,0,98.980,0,0,1,0,99,0,0,1,0,99,0,0,16.302,0.608,83.090,0,0,0,0,441,711,0,0,1892,3919
9.174,0.917,89.908,0,0,4.902,0,95.098,0,0,2.020,1.010,96.970,0,0,100,0,0,0,0,2,0,98,0,0,1.010,0,98.990,0,0,1,0,97,2,0,1.020,0,98.980,0,0,14.888,0.372,84.491,0.248,0,0,45056,133,181,0,0,1794,4210
10.280,0,89.720,0,0,2.020,0,94.949,3.030,0,1.010,3.030,95.960,0,0,99.010,0.990,0,0,0,0,0,100,0,0,1,1,98,0,0,1,0,99,0,0,0,0,100,0,0,14.764,0.620,84.243,0.372,0,0,36864,0,0,0,0,1632,3549
2.941,0,97.059,0,0,3.883,0,96.117,0,0,2.020,0,97.980,0,0,98.990,1.010,0,0,0,0.990,0.990,98.020,0,0,2,0,98,0,0,0,0,100,0,0,0.990,0.990,98.020,0,0,13.699,0.498,85.803,0,0,0,0,98,210,0,0,1540,3201
11.215,0.935,87.850,0,0,5.825,0,94.175,0,0,3.960,1.980,94.059,0,0,81,19,0,0,0,1.010,0,98.990,0,0,0,1.020,98.980,0,0,1,1,98,0,0,0,0,100,0,0,13.226,2.719,84.054,0,0,0,0,2466,1835,0,0,1799,3996
10.185,0,89.815,0,0,3.922,0,96.078,0,0,3.960,0.990,95.050,0,0,68.317,31.683,0,0,0,1.980,0.990,97.030,0,0,1,0,99,0,0,2,0,98,0,0,2.970,0,97.030,0,0,11.248,4.326,84.425,0,0,0,0,0,0,0,0,1532,3545
7.477,0.935,91.589,0,0,8.257,0.917,90.826,0,0,0.990,37.624,61.386,0,0,61.616,1.010,37.374,0,0,2.041,0,97.959,0,0,0,1.020,98.980,0,0,1,1,98,0,0,0,0,100,0,0,10.247,5.185,84.568,0,0,0,327680,376,530,0,0,1879,3825
18.182,0.826,80.992,0,0,3.922,0.980,87.255,7.843,0,0,68.687,31.313,0,0,1,2,97,0,0,0,3,45,52,0,4.040,1.010,94.949,0,0,2,0,98,0,0,4.950,0.990,94.059,0,0,4.854,9.345,78.519,7.282,0,0,43794432,718,1208,0,0,2235,3992
10.891,0.990,88.119,0,0,7.143,1.020,26.531,65.306,0,6.061,2.020,91.919,0,0,5.155,3.093,91.753,0,0,4.167,4.167,14.583,77.083,0,5.102,2.041,78.571,14.286,0,2.083,0,97.917,0,0,2.128,0,97.872,0,0,5.499,1.918,73.146,19.437,0,4096,47136768,262,420,0,0,2381,9211
4.902,0,95.098,0,0,4.124,0,95.876,0,0,8.163,2.041,89.796,0,0,2.020,3.030,94.949,0,0,4.444,0,95.556,0,0,3.125,2.083,75,19.792,0,2.041,2.041,57.143,38.776,0,5,1,94,0,0,4.242,1.028,87.404,7.326,0,0,77467648,0,0,0,0,1930,5955
11.538,0.962,87.500,0,0,6.796,0.971,92.233,0,0,9,3,88,0,0,5.208,4.167,90.625,0,0,5.319,6.383,88.298,0,0,3.061,2.041,94.898,0,0,12.245,2.041,85.714,0,0,10.309,5.155,84.536,0,0,8.081,3.030,88.889,0,0,0,0,66,86,0,0,2529,9621
