"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","rexhuang-Predator-G3-572",,,,"User:","root"
"Cmdline:","dstat -C 0,1,2,3,4,5,6,7,total --output /home/rexhuang/program/Homework/operating_systems/thread/thread4_cpu.csv",,,,"Date:","23 Oct 2020 14:53:24 CST"
"cpu0 usage",,,,,"cpu1 usage",,,,,"cpu2 usage",,,,,"cpu3 usage",,,,,"cpu4 usage",,,,,"cpu5 usage",,,,,"cpu6 usage",,,,,"cpu7 usage",,,,,"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu1 usage:usr","cpu1 usage:sys","cpu1 usage:idl","cpu1 usage:wai","cpu1 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu3 usage:usr","cpu3 usage:sys","cpu3 usage:idl","cpu3 usage:wai","cpu3 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu5 usage:usr","cpu5 usage:sys","cpu5 usage:idl","cpu5 usage:wai","cpu5 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","cpu7 usage:usr","cpu7 usage:sys","cpu7 usage:idl","cpu7 usage:wai","cpu7 usage:stl","total cpu usage:usr","total cpu usage:sys","total cpu usage:idl","total cpu usage:wai","total cpu usage:stl","read","writ","recv","send","in","out","int","csw"
4,0,96,0,0,2.970,0,97.030,0,0,0,0,100,0,0,96.040,3.960,0,0,0,4.902,0.980,94.118,0,0,0,0,100,0,0,0,1,99,0,0,2,0,98,0,0,13.930,0.622,85.448,0,0,0,16384,315,415,0,0,909,1305
5.714,0,94.286,0,0,1,0,99,0,0,0.980,1.961,97.059,0,0,97.980,2.020,0,0,0,2,1,97,0,0,1,0,99,0,0,0,0.990,99.010,0,0,0.990,0,99.010,0,0,13.400,0.744,85.856,0,0,0,0,376,456,0,0,736,1152
2.913,0,97.087,0,0,1.980,0,98.020,0,0,0,0,100,0,0,96,4,0,0,0,0,0,100,0,0,0,0,100,0,0,0.990,0,99.010,0,0,1,0,99,0,0,12.718,0.499,86.783,0,0,0,24576,826,1104,0,0,764,1119
2,0,98,0,0,11.881,1.980,86.139,0,0,12,1,87,0,0,92,3,5,0,0,12.121,3.030,84.848,0,0,6.931,0.990,92.079,0,0,1.980,0,98.020,0,0,2,0,98,0,0,17.640,1.242,81.118,0,0,0,0,1961,761,0,0,1062,1716
0,0,100,0,0,97,3,0,0,0,97,3,0,0,0,97,3,0,0,0,96,4,0,0,0,2,3,91,4,0,0,0,100,0,0,1.980,0,98.020,0,0,48.997,2.005,48.496,0.501,0,0,286720,258,414,0,0,2017,1167
1,0,99,0,0,95.960,4.040,0,0,0,97,3,0,0,0,96,4,0,0,0,97,3,0,0,0,1,0,99,0,0,1.980,0,98.020,0,0,1,0,99,0,0,48.686,1.752,49.562,0,0,0,8192,98,210,0,0,1679,980
0,0,100,0,0,61.765,1.961,36.275,0,0,59,1,40,0,0,96,4,0,0,0,95,5,0,0,0,34.343,6.061,59.596,0,0,37.374,3.030,59.596,0,0,1.980,0.990,97.030,0,0,48.379,2.618,49.002,0,0,0,0,164,210,0,0,1904,1059
0.990,0.990,98.020,0,0,0,0,100,0,0,1.010,0,96.970,2.020,0,99,1,0,0,0,98,2,0,0,0,98.020,1.980,0,0,0,99,1,0,0,0,2,2,96,0,0,49.812,1.252,48.686,0.250,0,0,40960,0,0,0,0,2588,1088
2.020,0,97.980,0,0,1,1,98,0,0,0.980,0.980,96.078,1.961,0,99,1,0,0,0,92.079,7.921,0,0,0,100,0,0,0,0,98,2,0,0,0,1.961,0.980,97.059,0,0,49.127,1.746,48.878,0.249,0,0,4096,1718,830,0,0,1968,1116
0,0,100,0,0,1,0,99,0,0,2,0,98,0,0,90,10,0,0,0,97.980,2.020,0,0,0,88.119,11.881,0,0,0,88,12,0,0,0,1.010,4.040,94.949,0,0,46.125,5,48.875,0,0,0,0,0,0,0,0,1695,1005
0.990,0.990,98.020,0,0,1,0,99,0,0,0,0,100,0,0,99,1,0,0,0,98,2,0,0,0,100,0,0,0,0,99,1,0,0,0,3.883,3.883,89.320,2.913,0,50.187,0.999,48.439,0.375,0,0,40960,98,210,0,0,1712,1121
0.990,0,99.010,0,0,0.990,0.990,98.020,0,0,1,0,99,0,0,99,1,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,2,0,98,0,0,50,0.500,49.500,0,0,0,0,408,666,0,0,2700,1081
1.010,0,98.990,0,0,1.010,0,98.990,0,0,1,0,99,0,0,99,1,0,0,0,98.020,0.990,0.990,0,0,99.010,0.990,0,0,0,98,2,0,0,0,2,2,96,0,0,50.187,0.874,48.939,0,0,0,0,464,894,0,0,2804,1308
94,6,0,0,0,1,0,99,0,0,0,1,92,7,0,99,1,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,2,3,95,0,0,49.500,1.500,48.125,0.875,0,0,159744,66,86,0,0,1701,1144
42.857,9.524,47.619,0,0,6,0,94,0,0,2,0,98,0,0,90,10,0,0,0,1.010,0,98.990,0,0,87,13,0,0,0,85,15,0,0,0,2,1,97,0,0,39.303,6.343,54.353,0,0,0,0,2277,927,0,0,1849,2059
5.714,0,94.286,0,0,3.030,0,96.970,0,0,0,0,100,0,0,40.594,6.931,52.475,0,0,0,53,47,0,0,35.644,4.950,59.406,0,0,35.644,5.941,58.416,0,0,1.010,2.020,96.970,0,0,15.442,8.842,75.716,0,0,0,0,0,0,0,0,1503,1635
1,0,99,0,0,3.922,0.980,95.098,0,0,6.731,2.885,90.385,0,0,0,0,100,0,0,1,55,44,0,0,0,1.020,82.653,16.327,0,1.010,1.010,66.667,31.313,0,3,1,96,0,0,2.239,7.711,84.080,5.970,0,4096,47947776,98,210,0,0,1625,4213
5.825,0,94.175,0,0,8.696,2.174,89.130,0,0,5.435,6.522,88.043,0,0,2.041,2.041,95.918,0,0,1.042,3.125,95.833,0,0,9.574,1.064,89.362,0,0,3,3,37,57,0,4.167,1.042,94.792,0,0,5.039,2.455,85.142,7.364,0,0,84930560,330,844,0,0,2319,8576
1.980,0.990,97.030,0,0,8.163,3.061,88.776,0,0,3.061,1.020,62.245,33.673,0,2.020,1.010,96.970,0,0,1.020,1.020,97.959,0,0,9.901,2.970,87.129,0,0,2,2,27,69,0,2.020,1.010,96.970,0,0,3.793,1.391,81.922,12.895,0,4096,52297728,1358,382,0,0,1383,5226
