"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","rexhuang-Predator-G3-572",,,,"User:","root"
"Cmdline:","dstat -C 0,1,2,3,4,5,6,7,total --output /home/rexhuang/program/Homework/operating_systems/thread/thread6_cpu.csv",,,,"Date:","23 Oct 2020 15:50:29 CST"
"cpu0 usage",,,,,"cpu1 usage",,,,,"cpu2 usage",,,,,"cpu3 usage",,,,,"cpu4 usage",,,,,"cpu5 usage",,,,,"cpu6 usage",,,,,"cpu7 usage",,,,,"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu1 usage:usr","cpu1 usage:sys","cpu1 usage:idl","cpu1 usage:wai","cpu1 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu3 usage:usr","cpu3 usage:sys","cpu3 usage:idl","cpu3 usage:wai","cpu3 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu5 usage:usr","cpu5 usage:sys","cpu5 usage:idl","cpu5 usage:wai","cpu5 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","cpu7 usage:usr","cpu7 usage:sys","cpu7 usage:idl","cpu7 usage:wai","cpu7 usage:stl","total cpu usage:usr","total cpu usage:sys","total cpu usage:idl","total cpu usage:wai","total cpu usage:stl","read","writ","recv","send","in","out","int","csw"
0,0,100,0,0,96,4,0,0,0,0,0,100,0,0,0,1,99,0,0,0,0,100,0,0,1,0,99,0,0,1,0,99,0,0,0.980,0.980,98.039,0,0,12.360,0.624,87.016,0,0,0,0,0,0,0,0,605,930
1,0,99,0,0,96,4,0,0,0,0,0,100,0,0,0.990,0,99.010,0,0,0.990,0.990,98.020,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,12.484,0.624,86.891,0,0,0,0,66,124,0,0,605,954
1.961,0,98.039,0,0,97,3,0,0,0,0.990,0,99.010,0,0,0,0,100,0,0,1,0,99,0,0,1,0,99,0,0,1,0,99,0,0,1,1,98,0,0,12.734,0.624,86.642,0,0,0,0,356,500,0,0,708,1092
30.303,1.010,68.687,0,0,97,3,0,0,0,24,1,75,0,0,30.693,0.990,68.317,0,0,1,1,98,0,0,30.693,0.990,68.317,0,0,8,0,92,0,0,30.693,0.990,68.317,0,0,31.750,0.875,67.375,0,0,0,20480,1256,296,0,0,1321,1217
97,3,0,0,0,96,4,0,0,0,5,1,94,0,0,96.970,3.030,0,0,0,5.051,1.010,92.929,1.010,0,96.970,3.030,0,0,0,99,1,0,0,0,97.980,2.020,0,0,0,73.967,2.378,23.404,0.250,0,0,65536,0,0,0,0,3311,4353
97,3,0,0,0,100,0,0,0,0,2.970,0.990,96.040,0,0,99,1,0,0,0,2,1,97,0,0,99,1,0,0,0,97,3,0,0,0,97,3,0,0,0,74.250,1.625,24.125,0,0,0,20480,164,210,0,0,2265,1321
95.960,4.040,0,0,0,97,3,0,0,0,3.960,1.980,89.109,4.950,0,96,4,0,0,0,3.960,0.990,94.059,0.990,0,94.949,5.051,0,0,0,93.939,6.061,0,0,0,98.990,1.010,0,0,0,72.659,3.371,23.221,0.749,0,0,282624,408,808,0,0,2354,1716
98,2,0,0,0,98,2,0,0,0,3,0,82,15,0,98,2,0,0,0,3.030,1.010,95.960,0,0,98.020,1.980,0,0,0,99,1,0,0,0,99,1,0,0,0,74.718,1.252,22.153,1.877,0,0,20480,596,752,0,0,2687,1453
98,2,0,0,0,91,9,0,0,0,2,1,92,5,0,94,6,0,0,0,3,0,97,0,0,94,6,0,0,0,99.010,0.990,0,0,0,93,7,0,0,0,71.820,3.865,23.691,0.623,0,0,524288,0,0,0,0,2855,1454
92,8,0,0,0,98,2,0,0,0,3.030,0,96.970,0,0,98.990,1.010,0,0,0,5.941,0,94.059,0,0,98,2,0,0,0,91.919,8.081,0,0,0,100,0,0,0,0,73.217,2.879,23.905,0,0,0,0,98,210,0,0,2319,1660
99.010,0.990,0,0,0,98,2,0,0,0,2,1,94,3,0,97.030,2.970,0,0,0,4,1,93,2,0,98.990,1.010,0,0,0,98.020,1.980,0,0,0,98,2,0,0,0,74.439,1.496,23.441,0.623,0,0,61440,98,210,0,0,2202,1504
91,0,9,0,0,60.396,0.990,38.614,0,0,42.718,0.971,56.311,0,0,55.446,0.990,43.564,0,0,2,1,97,0,0,99.010,0.990,0,0,0,58.586,0,41.414,0,0,100,0,0,0,0,63.512,0.747,35.741,0,0,0,0,98,210,0,0,2116,1570
91,9,0,0,0,1.980,0,98.020,0,0,90,10,0,0,0,0,1,99,0,0,0,0,100,0,0,91.089,7.921,0.990,0,0,1.961,0.980,97.059,0,0,91.089,7.921,0.990,0,0,46.067,4.370,49.563,0,0,0,0,160,204,0,0,2381,877
98,2,0,0,0,0,1,99,0,0,98.990,1.010,0,0,0,1,0,95,4,0,1.980,0.990,97.030,0,0,98.990,1.010,0,0,0,2.041,0,97.959,0,0,100,0,0,0,0,50,1,48.500,0.500,0,0,57344,428,930,0,0,2366,999
77.885,1.923,20.192,0,0,1.980,11.881,86.139,0,0,87.255,0.980,10.784,0.980,0,13,1,86,0,0,6,0,94,0,0,81.818,0,18.182,0,0,17.476,0.971,81.553,0,0,37,1,62,0,0,40.520,1.983,57.497,0,0,0,348160,213,296,0,0,1831,1596
26.471,0,73.529,0,0,0,100,0,0,0,3.883,0.971,73.786,21.359,0,2.941,0,97.059,0,0,2,1,97,0,0,0.980,1.961,97.059,0,0,5.051,0,93.939,1.010,0,2.020,1.010,96.970,0,0,6.421,12.366,78.359,2.854,0,0,12480512,152,284,0,0,1792,2862
6.796,0.971,92.233,0,0,3,15,82,0,0,1.961,3.922,9.804,84.314,0,1,1,92,6,0,0,0,100,0,0,7.071,1.010,91.919,0,0,1.980,0,98.020,0,0,1.010,0,98.990,0,0,2.618,3.117,82.793,11.471,0,0,92397568,376,598,0,0,1225,3035
7.071,5.051,87.879,0,0,1,1,98,0,0,11.321,2.830,85.849,0,0,1.031,3.093,8.247,87.629,0,5.051,3.030,91.919,0,0,7.767,4.854,82.524,4.854,0,3.922,1.961,94.118,0,0,1,0,99,0,0,4.969,2.484,81.366,11.180,0,4096,81248256,662,752,0,0,1738,6345
