"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","rexhuang-Predator-G3-572",,,,"User:","root"
"Cmdline:","dstat -C 0,1,2,3,4,5,6,7,total --output /home/rexhuang/program/Homework/operating_systems/thread/thread2_cpu.csv",,,,"Date:","23 Oct 2020 15:20:43 CST"
"cpu0 usage",,,,,"cpu1 usage",,,,,"cpu2 usage",,,,,"cpu3 usage",,,,,"cpu4 usage",,,,,"cpu5 usage",,,,,"cpu6 usage",,,,,"cpu7 usage",,,,,"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"cpu0 usage:usr","cpu0 usage:sys","cpu0 usage:idl","cpu0 usage:wai","cpu0 usage:stl","cpu1 usage:usr","cpu1 usage:sys","cpu1 usage:idl","cpu1 usage:wai","cpu1 usage:stl","cpu2 usage:usr","cpu2 usage:sys","cpu2 usage:idl","cpu2 usage:wai","cpu2 usage:stl","cpu3 usage:usr","cpu3 usage:sys","cpu3 usage:idl","cpu3 usage:wai","cpu3 usage:stl","cpu4 usage:usr","cpu4 usage:sys","cpu4 usage:idl","cpu4 usage:wai","cpu4 usage:stl","cpu5 usage:usr","cpu5 usage:sys","cpu5 usage:idl","cpu5 usage:wai","cpu5 usage:stl","cpu6 usage:usr","cpu6 usage:sys","cpu6 usage:idl","cpu6 usage:wai","cpu6 usage:stl","cpu7 usage:usr","cpu7 usage:sys","cpu7 usage:idl","cpu7 usage:wai","cpu7 usage:stl","total cpu usage:usr","total cpu usage:sys","total cpu usage:idl","total cpu usage:wai","total cpu usage:stl","read","writ","recv","send","in","out","int","csw"
0,0.990,99.010,0,0,0,0,100,0,0,0,0,100,0,0,1,0,99,0,0,0.990,0.990,98.020,0,0,95.960,4.040,0,0,0,0,0,100,0,0,0,0,100,0,0,12.344,0.873,86.783,0,0,0,0,0,0,0,0,594,897
1.980,0,98.020,0,0,1,0,99,0,0,1,0,99,0,0,0,0,100,0,0,1,0,99,0,0,96,4,0,0,0,0,0,100,0,0,0,0,100,0,0,12.375,0.625,87,0,0,0,20480,348,432,0,0,647,959
0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,1,0,99,0,0,0.990,0.990,98.020,0,0,97,3,0,0,0,0,0,100,0,0,0,0,100,0,0,12.406,0.376,87.218,0,0,0,0,916,1122,0,0,1007,1119
0.990,0.990,98.020,0,0,0,0,100,0,0,0.990,0,99.010,0,0,0,0,100,0,0,0.990,0,99.010,0,0,96,4,0,0,0,0,0,100,0,0,1,0,99,0,0,12.484,0.624,86.891,0,0,0,0,0,0,0,0,583,886
16.667,0,83.333,0,0,0,0.990,99.010,0,0,1,0,99,0,0,84,4,12,0,0,1,0,99,0,0,11,1,88,0,0,84,4,12,0,0,0,1,99,0,0,24.726,1.218,74.056,0,0,0,0,66,86,0,0,1110,980
10.811,0,89.189,0,0,1,0,99,0,0,0,0,100,0,0,98,2,0,0,0,0,1,99,0,0,0,0,100,0,0,96.040,3.960,0,0,0,0,0,100,0,0,25.556,0.864,73.580,0,0,0,16384,164,210,0,0,1138,969
13.158,0,86.842,0,0,0,1,99,0,0,1,0,99,0,0,95,5,0,0,0,2,0,98,0,0,0,0,100,0,0,95,5,0,0,0,1,0,99,0,0,25.676,1.351,72.973,0,0,0,45056,0,0,0,0,1190,976
27.407,0.741,71.852,0,0,4.854,0.971,94.175,0,0,1,0,99,0,0,99,1,0,0,0,1.042,1.042,97.917,0,0,2.020,0,97.980,0,0,98,2,0,0,0,3,1,96,0,0,29.532,0.840,69.628,0,0,0,155648,132,172,0,0,2305,7258
15.652,0,84.348,0,0,9.174,0,90.826,0,0,1.980,0.990,97.030,0,0,94,6,0,0,0,1.020,0,98.980,0,0,0,1.010,98.990,0,0,92.929,7.071,0,0,0,0,1.010,98.990,0,0,26.463,1.951,71.585,0,0,0,0,98,210,0,0,1827,4545
18.699,0.813,80.488,0,0,1.961,0,98.039,0,0,0,0,100,0,0,96,4,0,0,0,0,1,99,0,0,0,0,100,0,0,97,3,0,0,0,1.980,0,98.020,0,0,26.610,1.094,72.296,0,0,0,0,372,394,0,0,1292,1752
18.333,0,81.667,0,0,1.980,0,98.020,0,0,0,0,100,0,0,99,1,0,0,0,0,0,100,0,0,0,0,100,0,0,97.030,2.970,0,0,0,1.980,0.990,95.050,1.980,0,27.228,0.488,72.039,0.244,0,0,32768,8067,3349,0,0,1325,1441
9.910,0,90.090,0,0,0,1,99,0,0,0,0,100,0,0,99,1,0,0,0,0,0,100,0,0,0,1,99,0,0,97.980,2.020,0,0,0,1.010,1.010,97.980,0,0,25.894,0.740,73.366,0,0,0,0,286,438,0,0,1176,1221
16.807,0,83.193,0,0,1,0,99,0,0,0,0,98.990,1.010,0,98,2,0,0,0,0,0,100,0,0,1,0,99,0,0,99,1,0,0,0,1,0,99,0,0,26.895,0.244,72.738,0.122,0,0,4096,780,1202,0,0,1220,1035
9.174,0,90.826,0,0,0.990,0.990,98.020,0,0,0.990,0,99.010,0,0,85,15,0,0,0,0.990,0,99.010,0,0,0,0,100,0,0,85,15,0,0,0,1.980,0.990,97.030,0,0,22.497,4.079,73.424,0,0,0,0,107,205,0,0,1154,1027
12.500,0,87.500,0,0,1,0,99,0,0,0,0,100,0,0,99,1,0,0,0,0,1,99,0,0,0,0,100,0,0,99.010,0.990,0,0,0,0,0,100,0,0,26.445,0.369,73.186,0,0,0,0,10401,2342,0,0,1201,1215
22.222,0,77.778,0,0,1.961,0.980,97.059,0,0,1.020,0,98.980,0,0,98,2,0,0,0,1,0,97,2,0,1.020,0,98.980,0,0,98,2,0,0,0,1.020,0,93.878,5.102,0,28.068,0.608,70.352,0.972,0,0,98304,3115,1268,0,0,1615,3123
21.488,0.826,77.686,0,0,14.679,0.917,84.404,0,0,0,0,100,0,0,99,1,0,0,0,2.041,2.041,95.918,0,0,1,0,99,0,0,100,0,0,0,0,0,1.010,98.990,0,0,29.504,0.846,69.649,0,0,0,0,0,0,0,0,2431,8610
23.846,0.769,75.385,0,0,1,0,99,0,0,2,0,98,0,0,99,1,0,0,0,0.990,0.990,98.020,0,0,0,0,99,1,0,98,2,0,0,0,2,0,98,0,0,28.106,0.483,71.291,0.121,0,0,159744,164,1016,0,0,1267,1638
11.607,0,88.393,0,0,1.980,0,98.020,0,0,0,0.990,99.010,0,0,100,0,0,0,0,1,0,99,0,0,0,0,100,0,0,99,1,0,0,0,2,0,98,0,0,26.658,0.369,72.973,0,0,0,0,330,0,0,0,1138,894
16.807,0,83.193,0,0,0,0,100,0,0,1.010,0,98.990,0,0,98,2,0,0,0,0,0,100,0,0,1,0,99,0,0,98.020,1.980,0,0,0,0,0,100,0,0,26.683,0.367,72.950,0,0,0,0,0,0,0,0,1151,1133
20.492,0,79.508,0,0,0,0,100,0,0,1,0,99,0,0,99,1,0,0,0,0.990,0.990,98.020,0,0,0,0,100,0,0,100,0,0,0,0,0.990,0,95.050,3.960,0,27.372,0.487,71.655,0.487,0,0,151552,98,210,0,0,1280,1833
14.655,0,85.345,0,0,2.913,0,97.087,0,0,77.778,0,22.222,0,0,98,2,0,0,0,0,0,100,0,0,1,0,99,0,0,23.762,0.990,75.248,0,0,0,0,100,0,0,26.984,0.244,72.772,0,0,0,0,188,228,0,0,1105,845
23.846,0,76.154,0,0,2.941,0,97.059,0,0,75,25,0,0,0,81,19,0,0,0,0,0,100,0,0,0,1,99,0,0,0,0,100,0,0,0,0,100,0,0,22.984,5.415,71.600,0,0,0,126976,910,1028,0,0,1323,1134
18.699,0.813,80.488,0,0,0,1,99,0,0,50.980,4.902,44.118,0,0,55.446,9.901,34.653,0,0,1,0,99,0,0,0.990,34.653,64.356,0,0,0.990,0.990,98.020,0,0,0,0,100,0,0,16.058,6.204,77.737,0,0,0,77824,258,414,0,0,1496,1212
3.883,0,96.117,0,0,0,0,100,0,0,2,0,98,0,0,0,0,100,0,0,0,1,99,0,0,2,62,36,0,0,1.010,1.010,48.485,49.495,0,1.980,0,98.020,0,0,1.370,8.219,84.309,6.102,0,0,50561024,0,0,0,0,1179,1883
4,1,90,5,0,2,0,98,0,0,2,1,97,0,0,3.030,1.010,95.960,0,0,2.020,2.020,95.960,0,0,3.158,0,96.842,0,0,5.941,3.960,28.713,61.386,0,2.020,1.010,89.899,7.071,0,3.153,1.261,86.381,9.206,0,4096,92385280,0,0,0,0,1056,4114
4.902,0.980,50.980,43.137,0,2,0,98,0,0,0.990,0.990,90.099,7.921,0,5.263,2.105,92.632,0,0,1.053,1.053,92.632,5.263,0,3.158,2.105,94.737,0,0,0,1.020,92.857,6.122,0,8.333,5.208,63.542,22.917,0,3.193,1.533,84.419,10.856,0,0,25382912,323,506,0,0,1509,5688
